drug_name,num_prescriber,total_cost
CLICKFINE,1294,465813.11
VECTICAL,140,463926.14
EVOXAC,83,463642.41
STALEVO 200,53,460964.47
FLUTAMIDE,253,454457.81
ACTOPLUS MET XR,66,454441.97
AVALIDE,185,453636.34
TRUEPLUS INSULIN SYRINGE,1294,448009.42
ARCALYST,2,447516.85
MONOJECT INSULIN SAFETY SYRNG,493,447084.98
ACETIC ACID,1009,445145.89
TARKA,207,443842.93
OPANA,25,440359.97
EDLUAR,93,439515.4
ZIDOVUDINE,649,438969.72
HAVRIX,139,435732.06
TRAVASOL,97,435631.79
NALOXONE HCL,80,434087.81
FLURAZEPAM HCL,1337,433028.86
DIPHENHYDRAMINE HCL,780,431909.7
NAPRELAN,35,426916.74
PHOSLYRA,130,425476.76
LORZONE,59,424220.84
ZOFRAN,15,423997.27
NITROLINGUAL,61,423159.93
BINOSTO,100,420712.28
PROGLYCEM,34,420270.99
CRIXIVAN,72,419551.37
IVERMECTIN,515,419394.22
SELENIUM SULFIDE,1238,419147.95
CLONIDINE HCL ER,102,417037.33
FOSAMAX PLUS D,208,414611.74
METHOTREXATE SODIUM,1251,412267.14
CLARINEX,161,411942.33
ZANTAC,83,411811.01
HECTOROL,37,410317.42
AMPICILLIN TRIHYDRATE,2746,410202.26
FOSINOPRIL-HYDROCHLOROTHIAZIDE,646,410078.62
LAMOTRIGINE ODT,59,409235.84
FML FORTE,173,409030.98
DICLOXACILLIN SODIUM,673,408392.28
RESTORIL,53,408040.85
FIORICET,78,408015.78
EURAX,47,406966.94
COMTAN,48,406226.72
GENVOYA,10,405775.16
TOPIRAMATE ER,52,404649.78
SKELAXIN,61,401445.63
LORAZEPAM INTENSOL,608,399750.81
AXERT,57,399197.68
DIVIGEL,191,397411.52
BETAPACE,46,395156.41
STAVUDINE,279,395152.32
CELONTIN,131,394151.02
PROLEUKIN,3,393612.74
TOLCAPONE,3,393443.54
FLURBIPROFEN,724,393418.62
PROTOPIC,34,393117.46
GLUCOPHAGE XR,277,386866.62
FEMRING,63,379623.28
GRANISETRON HCL,124,378863.84
TYPHIM VI,96,376623.22
RISPERDAL M-TAB,34,376311.24
JINTELI,349,375247.54
FLAVOXATE HCL,355,374706.82
PERINDOPRIL ERBUMINE,672,373431.04
INTUNIV,79,370639.34
PHENADOZ,149,370373.9
PINNACAINE,5,368762.45
FORFIVO XL,94,368681.36
PRAVACHOL,130,368553.98
DECITABINE,3,366787.51
YERVOY,1,362637.93
FOLIC ACID,2355,361914.42
CALAN SR,137,360630.22
GLYXAMBI,43,357994.03
IRINOTECAN HCL,29,353133.07
TOBRADEX ST,101,351012.57
ZEMPLAR,69,349467.74
SULAR,51,349147.54
REMERON,160,348165.39
CILOXAN,111,347905.25
PRENATAL PLUS,1378,346141.48
CEFACLOR,262,345874.87
RITALIN,194,345822.86
OXYCODONE HCL-ASPIRIN,295,344965.86
PHOSPHA 250 NEUTRAL,569,344590.0
ABILIFY DISCMELT,24,344104.58
FLURBIPROFEN SODIUM,436,344084.1
XIGDUO XR,62,343175.2
NUTROPIN AQ,18,339671.5
BUPAP,30,338748.82
NAPHAZOLINE HCL,541,338668.22
COSENTYX (2 SYRINGES),3,334835.72
AMARYL,176,333549.43
CHLORDIAZEPOXIDE HCL,2420,333347.43
SYMBYAX,47,332253.27
TESTRED,2,331079.05
RILUTEK,12,330640.59
ROCALTROL,194,328322.78
METHYLDOPA,1210,323217.32
NUVARING,223,322990.13
NAPROXEN SODIUM CR,11,321095.89
ZONTIVITY,54,320683.39
CORTIFOAM,35,319863.8
RETIN-A,231,318060.23
ANZEMET,5,315802.22
AMOXAPINE,417,315496.94
BECONASE AQ,89,314814.45
RENACIDIN,237,311703.58
SURMONTIL,58,306170.64
PYRIDOSTIGMINE BROMIDE ER,24,305018.77
DEXTROSE 5%-0.45% NACL,854,302015.41
ESTROPIPATE,1052,294287.55
MITOMYCIN,12,293950.53
VIRAMUNE,32,293223.8
DIASTAT ACUDIAL,26,292013.96
CORLANOR,45,291367.64
ZOLMITRIPTAN ODT,155,289757.09
SULFADIAZINE,50,289045.08
MOBIC,73,288314.82
BRISDELLE,126,287673.92
NIFEDIPINE,260,287564.59
ARTHROTEC 75,80,287105.43
CEFOXITIN,64,286414.56
ARAVA,17,285247.08
ROBAXIN,5,282527.71
RASUVO,28,281339.8
REPATHA SURECLICK,12,281083.01
STALEVO 125,36,280587.54
UNIFINE PENTIPS PLUS,617,280320.12
VIOKACE,19,275712.11
BACITRACIN-POLYMYXIN,524,273104.62
SINEMET CR,83,271433.54
TELMISARTAN-AMLODIPINE,146,269526.07
XULANE,197,268195.01
ZANAFLEX,61,267019.38
CONSTULOSE,540,265170.44
LONSURF,3,264844.17
BUTALBITAL-ACETAMINOPHEN,273,264338.03
CLIMARA PRO,135,264276.26
ABELCET,12,262920.31
ERYTHROMYCIN ETHYLSUCCINATE,56,261057.24
HYOSCYAMINE SULFATE,380,258656.03
POLYMYXIN B SULFATE,118,258166.21
PROSCAR,108,257415.62
ATACAND HCT,150,257411.93
DEXMETHYLPHENIDATE HCL,246,257238.99
AMINOCAPROIC ACID,31,253285.19
UNITHROID,330,252381.1
HUMALOG KWIKPEN U-200,17,251780.94
GRANIX,9,251506.13
PROCHLORPERAZINE,143,249647.18
DEMEROL,150,248922.38
CLOBEX,21,247545.1
ORTHO TRI-CYCLEN LO,145,247472.64
ZORBTIVE,1,245515.49
ULTRA COMFORT,860,244938.21
PHOSPHOLINE IODIDE,86,244867.05
GLYBURIDE MICRONIZED,1162,243690.2
INTERMEZZO,69,243623.64
ZOLADEX,14,243363.98
JEVTANA,2,241284.69
BETAPACE AF,34,239431.49
TRILYTE WITH FLAVOR PACKETS,570,239156.25
PYLERA,25,235179.15
DAYTRANA,58,235020.92
ACCUPRIL,152,233584.02
ZERBAXA,14,233253.83
FUSILEV,5,232493.86
TORISEL,3,231374.08
RIMSO-50,21,231276.48
LASIX,437,230938.16
PROMETHAZINE VC,246,230407.89
CUVPOSA,32,228159.66
DESOXYN,15,227521.64
WATER,461,227395.28
PREVIDENT,882,226640.47
IMURAN,49,226555.94
ULTRACET,62,226128.55
AFREZZA,34,224617.47
MOZOBIL,1,223897.81
FIORICET WITH CODEINE,20,223843.48
KENALOG-40,495,223327.23
PREDNISOLONE SODIUM PHOSPHATE,237,223112.06
VENTAVIS,1,221825.67
BUNAVAIL,33,221613.05
MODERIBA,13,221499.61
ADAPALENE,80,221295.04
XEOMIN,6,220717.24
TRIMETHOBENZAMIDE HCL,170,220634.32
DUAVEE,90,220359.74
DERMASILKRX SDS,3,219952.71
LUPRON DEPOT-PED,10,219837.92
SECONAL SODIUM,11,218390.51
CARTEOLOL HCL,511,213585.23
APRACLONIDINE HCL,95,213099.64
NALFON,26,212977.79
INCONTROL PEN NEEDLE,404,212913.17
NITRO-BID,228,212281.71
AMCINONIDE,31,212069.59
FLOMAX,57,211179.0
IXEMPRA,4,210801.39
CATAPRES,69,210503.04
BLEPHAMIDE,69,209245.12
DOVONEX,14,209184.67
AVINZA,28,208749.57
XENICAL,31,208247.45
ADCETRIS,1,208201.73
BLINCYTO,1,206824.08
HUMIRA PEN CROHN'S-UC-HS,2,205782.7
ZESTORETIC,76,205545.78
TINIDAZOLE,64,205338.92
MIMVEY LO,140,203656.44
FLUCYTOSINE,1,203298.4
ALPRAZOLAM ODT,114,203230.13
AVANDIA,39,203117.02
NORPACE CR,33,202557.02
PERTZYE,10,202239.01
NEXIUM I.V.,20,202049.44
CORGARD,87,201556.01
TRIFLURIDINE,103,200757.7
ACTOPLUS MET,32,200474.89
M-M-R II VACCINE,55,200354.22
LANSOPRAZOL-AMOXICIL-CLARITHRO,24,198870.0
DILANTIN-125,112,197285.62
MOEXIPRIL-HYDROCHLOROTHIAZIDE,401,196645.67
DITROPAN XL,64,195981.5
MAPROTILINE HCL,195,195152.34
DOXY 100,36,194750.47
SPRINTEC,1068,194239.13
CARBAGLU,1,194234.5
ALPRAZOLAM XR,401,193698.89
LORTAB,32,192771.92
ACUVAIL,26,192668.38
DORIBAX,9,191245.2
ZONALON,16,190266.36
PRINIVIL,184,189590.58
ARZERRA,1,189011.04
SOLODYN,15,188789.32
MENOSTAR,80,188239.59
CLARINEX-D 12 HOUR,59,188125.58
XARTEMIS XR,42,187856.98
CARNITOR,42,187643.08
EPIVIR HBV,39,185387.5
EASY COMFORT INSULIN SYRINGE,241,185263.07
BIMATOPROST,37,183266.09
TRANEXAMIC ACID,55,182045.54
ZOFRAN ODT,7,181705.67
FML S.O.P.,88,181324.4
PRUDOXIN,33,181236.42
GLUCOTROL XL,180,180251.16
EASY-TOUCH INSULIN SYRINGE,502,178231.55
PREDNISOLONE,644,178072.04
CHLOROTHIAZIDE,393,177576.54
GABLOFEN,7,176972.35
METHYLPREDNISOLONE SOD SUCC,183,176785.16
TRI-SPRINTEC,1039,176600.74
CHORIONIC GONADOTROPIN,12,175785.71
ASTAGRAF XL,15,175163.18
KENALOG,17,172605.2
LEVOFLOXACIN-D5W,215,172170.09
ELIGARD,15,170838.98
CARBOPLATIN,112,169828.44
COMPRO,109,167059.91
FORTESTA,27,166963.7
TESTOSTERONE ENANTHATE,130,165777.82
FIORINAL,39,165638.1
PREMPHASE,98,164942.41
MARPLAN,25,164467.43
AZELEX,31,163691.31
GANCICLOVIR SODIUM,11,162901.0
ULTRAM ER,41,162828.3
STARLIX,55,162165.8
ZARONTIN,50,161173.42
NIACOR,477,160928.64
GRISEOFULVIN,49,160712.73
ALOCRIL,54,160381.06
SOOLANTRA,34,160315.28
PROZAC WEEKLY,57,159920.33
PROMETRIUM,94,159569.6
LOPREEZA,94,158833.84
ACTIGALL,20,158462.06
PEGASYS PROCLICK,3,158021.63
PRANDIMET,22,157178.2
CLOCORTOLONE PIVALATE,15,156175.16
AMBISOME,10,155654.14
DOXYCYCLINE IR-DR,18,154145.58
PROCTOFOAM-HC,73,154122.0
VIDAZA,2,153736.87
GLEOSTINE,37,153648.55
SEVELAMER CARBONATE,27,153596.16
QUDEXY XR,14,152881.92
PEGINTRON REDIPEN,4,152764.0
TOBREX,70,152277.24
RIMANTADINE HCL,35,152248.02
ACTIVELLA,58,151748.16
NEOMYCIN-POLYMYXIN B,117,150879.81
PROPRANOLOL-HYDROCHLOROTHIAZID,297,150361.52
RHINOCORT AQUA,69,150312.5
CARDURA,97,149616.55
JUNEL FE,567,149333.85
ARTHROTEC 50,41,149255.03
VELETRI,2,148546.14
TYZEKA,13,148361.5
ALORA,140,148201.33
CYCLOPENTOLATE HCL,279,147822.33
STROMECTOL,160,146768.33
GENTAK,298,144918.19
XANAX XR,28,144623.28
FOSAMAX,93,144071.4
NORTREL,540,143667.64
PEGANONE,31,143394.29
CATAPRES-TTS 1,48,143163.58
CASODEX,21,142767.2
DEFEROXAMINE MESYLATE,24,141755.09
CONZIP,25,141601.33
RYTHMOL,24,140991.81
DYAZIDE,202,140713.9
SF 5000 PLUS,1020,139993.68
LITHIUM,241,139163.42
CRYSELLE,497,137492.55
AZASAN,31,137352.62
UROCIT-K,41,137147.81
ELIXOPHYLLIN,55,137003.77
ISONIAZID,918,136707.23
DEPO-PROVERA,19,136624.98
XIAFLEX,2,135834.32
TOFRANIL-PM,9,135643.91
DIAMOX SEQUELS,22,135561.0
MECLOFENAMATE SODIUM,24,134729.28
SEMPREX-D,39,134346.56
TOFRANIL,10,134278.71
AZACTAM,14,133179.03
PACLITAXEL,69,132825.39
FAMVIR,10,132608.98
PREVNAR 13,31,132559.18
NECON,479,131652.33
SOLU-MEDROL,251,131471.04
LITE TOUCH,252,131330.62
ERGOLOID MESYLATES,18,131238.14
PANRETIN,2,130994.77
ESOMEPRAZOLE STRONTIUM,55,130973.46
SIGNIFOR LAR,1,129888.96
FEMHRT,86,129848.89
SULFACETAMIDE-PREDNISOLONE,170,128821.8
TREXALL,50,128820.48
ACZONE,26,128262.78
CLARAVIS,24,128079.22
OCELLA,200,127637.43
BENZONATATE,264,126837.63
NORITATE,7,124022.37
OXSORALEN-ULTRA,2,123876.46
YF-VAX,32,123700.41
METHENAMINE MANDELATE,107,123633.95
STALEVO 75,16,122116.47
LO LOESTRIN FE,90,121663.79
K-SOL,49,120863.65
GILDESS FE,490,120369.34
TRANXENE T-TAB,19,119248.17
MAGELLAN INSULIN SAFETY SYRNG,82,118631.59
EASY TOUCH ALCOHOL PREP PADS,834,118367.83
VFEND,3,117688.76
MICROGESTIN FE,454,117453.15
E.E.S. 400,23,116711.9
STRIVERDI RESPIMAT,48,115905.89
DALVANCE,3,114031.36
URSO FORTE,21,113917.16
ESTRADIOL VALERATE,43,112651.47
TREZIX,22,112382.01
CARDIZEM,11,112316.6
LIORESAL INTRATHECAL,6,111950.05
DIFLUCAN,9,111820.32
GLUCOVANCE,64,111690.17
WELLBUTRIN,38,110467.59
AMPHOTERICIN B,28,110219.08
SONATA,28,110000.04
DOXIL,3,109867.91
TOLMETIN SODIUM,51,109528.17
MILRINONE IN 5% DEXTROSE,11,109412.77
MACRODANTIN,26,108563.25
BICILLIN C-R,13,108410.67
FENOPROFEN CALCIUM,42,108357.81
GAMASTAN S-D,12,108258.8
PEPCID,19,107495.74
MIRVASO,25,107171.21
AMERGE,12,106466.38
AVYCAZ,3,106112.34
XYZAL,75,105534.62
DYSPORT,4,105380.79
ENJUVIA,88,105228.46
GASTROCROM,4,104411.52
EMCYT,6,103212.45
SURE COMFORT ALCOHOL,497,102975.16
TYLENOL-CODEINE NO.4,34,102947.21
MINASTRIN 24 FE,70,102757.34
GALANTAMINE HYDROBROMIDE,31,102391.69
CORTEF,84,102330.81
CETIRIZINE HCL,330,102066.68
DOXORUBICIN HCL LIPOSOME,2,101110.34
INSPRA,32,100367.21
CYANOCOBALAMIN INJECTION,325,99188.62
NARDIL,46,97735.93
PAREGORIC,26,97598.75
BACTROBAN NASAL,40,97291.24
APRI,398,97233.7
CLINIMIX E,13,97215.19
HALAVEN,2,97187.98
VEXOL,50,96959.58
GOLYTELY,226,96895.15
RECTIV,14,96836.75
TETANUS DIPHTHERIA TOXOIDS,128,96709.19
HEXALEN,5,96536.23
TABLOID,10,95871.68
ZIAC,44,95507.43
ACCOLATE,38,94471.87
LACTATED RINGERS,113,94382.12
VEREGEN,3,94315.01
TRINESSA,488,93555.54
STALEVO 50,11,93252.97
PFIZERPEN,34,93207.62
CLEMASTINE FUMARATE,200,92991.04
CYCLAFEM,338,91628.06
METADATE CD,22,90954.41
AKYNZEO,10,90832.54
PROTONIX IV,62,89848.98
TIMOPTIC-XE,35,89114.45
ARISTADA,3,88676.81
TOPICORT,14,88595.08
PENICILLIN G SODIUM,6,88035.2
CARBINOXAMINE MALEATE,126,87731.94
FENOGLIDE,13,87186.39
LOW-OGESTREL,330,86160.0
GIANVI,132,85935.87
ALDACTONE,66,85517.18
ERAXIS (WATER DILUENT),5,85325.19
COARTEM,13,85063.08
PENICILLIN G POTASSIUM,7,84968.77
TRETINOIN MICROSPHERE,17,84308.26
TRI-PREVIFEM,422,83727.09
METHYLPREDNISOLONE ACETATE,178,83512.24
LESCOL,42,83352.06
METHYCLOTHIAZIDE,136,82618.73
VANCOMYCIN,90,82306.28
DEPO-ESTRADIOL,63,82157.32
DENTA 5000 PLUS,639,81796.24
MYCOBUTIN,8,81324.97
NORPRAMIN,25,81278.18
SIRTURO,1,80555.41
VICTRELIS,1,80014.0
AUVI-Q,12,79569.07
XOPENEX,16,79513.58
NORETHINDRONE,343,78966.23
JUNEL,282,78653.96
RESCRIPTOR,17,78310.31
TESTOPEL,6,77778.2
VAQTA,35,77598.35
LYSODREN,9,77512.8
CORTISONE ACETATE,51,77053.83
DOBUTAMINE HCL IN DEXTROSE,25,76768.93
NEOMYCIN-POLYMYXIN-GRAMICIDIN,86,76651.72
TIAZAC,63,76398.16
CLINIMIX,10,76164.81
BCG (TICE STRAIN),10,75692.18
EVAMIST,40,75668.16
ZENZEDI,13,75516.22
METADATE ER,54,75473.25
INSUPEN,201,75257.46
LORYNA,115,75218.76
MAGELLAN INSULIN SYRINGE,58,74762.1
ZOMIG ZMT,7,74664.18
MIDAZOLAM HCL,232,73412.04
IRESSA,1,73262.85
ELESTRIN,25,72960.97
CLOBETASOL EMULSION,9,72547.38
KLOR-CON M15,134,72320.22
PRIMLEV,4,72308.89
CORTISPORIN,26,72242.08
TWYNSTA,31,72049.63
AEROSPAN,21,71990.92
CAFERGOT,13,71599.16
MATULANE,3,71305.88
URSO,17,71167.24
METROGEL,11,71069.61
ULTRESA,2,69799.05
ERYTHROCIN LACTOBIONATE,3,69795.32
BUTISOL SODIUM,24,69254.0
VANISHPOINT,41,68851.86
ACETIC ACID-ALUMINUM,54,68322.83
PRALUENT PEN,4,68066.54
MYOBLOC,4,67145.65
VIBRAMYCIN,30,67036.77
BLEPHAMIDE S.O.P.,36,66711.13
METHYLDOPA-HYDROCHLOROTHIAZIDE,81,65710.57
ARNUITY ELLIPTA,21,65326.85
TRUSOPT,53,65129.47
ALCOHOL SWABS,1190,65122.85
DUETACT,11,64786.49
AGRYLIN,7,64727.94
EPINEPHRINE,25,63749.34
QUILLIVANT XR,12,63468.92
VERELAN,19,62946.31
HALDOL DECANOATE 100,17,62672.11
CIPRO HC,18,62573.82
LOMOTIL,24,62216.25
PRAMOSONE,20,62186.74
SOLU-CORTEF,63,62027.36
TOBI,1,61770.5
NADOLOL-BENDROFLUMETHIAZIDE,43,60983.03
INDOCIN,8,60906.39
ALTABAX,14,60816.15
AMNESTEEM,17,60812.36
DEXTROSE 5%-0.9% NACL,129,60425.65
VUSION,7,60313.8
ADALAT CC,66,60244.53
MENACTRA,19,59781.14
BIAXIN,11,59698.02
DETROL,21,59587.17
DEMADEX,29,59490.02
CEFTIN,6,59183.63
FOSCAVIR,1,59130.22
MAXZIDE,45,58937.5
VERELAN PM,22,58714.66
VARIVAX VACCINE,9,58543.15
BACTROBAN,17,58499.85
AVIANE,272,58351.38
VASERETIC,12,58327.18
SAFETYGLIDE INSULIN SYRINGE,80,58123.37
ZARAH,87,57542.02
TIMOPTIC,27,57231.69
DERMACINRX SILAPAK,1,57005.19
DASETTA,221,56606.67
DEPACON,1,55314.48
LINDANE,23,55307.37
ADVOCATE SYRINGES,98,55211.95
PREPLUS,267,55041.61
MONONESSA,276,54692.29
GILDESS,196,54686.22
CRESEMBA,1,54549.03
ORSYTHIA,247,53854.11
PEGINTRON,2,53798.81
MEFLOQUINE HCL,57,53716.76
TYBOST,19,53135.49
AZACTAM-ISO-OSMOTIC DEXTROSE,8,52520.5
TRI-LINYAH,291,52131.11
LUZU,3,51944.22
MILLIPRED,19,51736.59
ERTACZO,6,51523.47
OLEPTRO ER,32,51429.4
SOLTAMOX,6,51223.34
MENTAX,21,51037.45
TIGAN,18,50923.1
TROPICAMIDE,87,50688.25
DUTOPROL,28,50477.78
SYNERCID,2,50457.11
ETIDRONATE DISODIUM,13,50349.06
SALICYLIC ACID,20,50214.1
MICROGESTIN,190,49902.57
LEVORA-28,204,49774.51
PROPANTHELINE BROMIDE,61,49539.95
VESTURA,78,49400.69
ZITHROMAX,8,49066.45
PHENOBARBITAL SODIUM,4,48869.64
SYEDA,80,47796.88
HALCION,23,47233.98
CARDURA XL,35,46935.58
PREDNICARBATE,30,46705.14
TRIGLIDE,16,46301.01
VANTAS,1,45810.32
GLUCOTROL,35,45246.99
PREFEST,33,45030.77
IOPIDINE,10,44959.94
SINEMET 25-250,20,44503.03
ULTRA-THIN II,93,44487.62
TENIVAC,44,44237.83
DAYPRO,13,44062.82
AZURETTE,115,43610.71
DUTASTERIDE-TAMSULOSIN,10,43595.04
ALDACTAZIDE,42,43486.62
DEPO-MEDROL,122,43403.64
CIPRO,16,43069.16
CYCLOSERINE,3,42866.37
TENORETIC 50,17,42858.37
APEXICON E,5,42785.52
PHENYLEPHRINE HCL,50,42601.76
DROXIA,69,42481.44
LOTENSIN,45,42171.96
KARIVA,102,42029.06
CLINDAMYCIN PHOS-BENZOYL PEROX,19,41941.05
PYRAZINAMIDE,24,41840.38
RECLIPSEN,179,41741.05
MALATHION,10,41409.4
METAPROTERENOL SULFATE,49,41102.51
EXELDERM,11,40911.64
ZOMETA,3,40727.65
ADVOCATE PEN NEEDLES,54,40542.44
ROBAXIN-750,11,40486.69
PHENOXYBENZAMINE HCL,1,40346.73
DIANEAL WITH 1.5% DEXTROSE,2,40339.91
SYNERA,4,39956.1
NORA-BE,153,39239.82
CAMILA,162,39149.13
ROWASA,2,39115.61
MENOMUNE-A-C-Y-W-135,11,39067.22
POTASSIUM CHL-NORMAL SALINE,21,38585.03
AMIFOSTINE,1,38140.1
MAXZIDE-25 MG,63,38120.03
BICNU,1,37983.28
HEALTHY ACCENTS UNIFINE PENTIP,89,37947.45
PREVIFEM,207,37770.65
ENPRESSE,150,37763.54
SODIUM CITRATE & CITRIC ACID,57,37741.17
K-PHOS ORIGINAL,86,37574.13
ASMANEX HFA,10,37567.88
DILATRATE-SR,18,37487.45
MAGNESIUM SULFATE,89,37387.74
MONO-LINYAH,209,37303.94
VOL-PLUS,147,36599.71
MEDROL,50,36534.86
NEOSPORIN G.U. IRRIGANT,16,36506.85
ONMEL,2,36455.52
PREVIDENT 5000,166,36421.97
LEVAQUIN,7,36362.76
BELLADONNA-OPIUM,4,36176.89
NORPACE,9,35415.08
OGESTREL,72,35392.04
MINOCIN,3,35310.38
ANGELIQ,23,35229.87
AZULFIDINE,19,35036.11
ZYLOPRIM,25,35009.87
VIORELE,94,34718.94
ESGIC,15,34687.48
CHLORPROPAMIDE,35,34320.92
SF,270,34268.37
FML,17,34151.49
1ST TIER UNIFINE PENTIPS,88,34149.79
CHLOROQUINE PHOSPHATE,45,34093.67
LUTERA,168,33743.25
CALCIUM GLUCONATE,13,33696.29
MEFENAMIC ACID,4,33266.77
LEUPROLIDE ACETATE,3,33264.14
COLAZAL,4,33186.35
ZENATANE,6,33107.18
LIDOCAINE-HYDROCORTISONE,10,32884.92
PORTIA,129,32866.31
AVELOX,7,32660.89
LOFIBRA,18,32609.08
CIPROFLOXACIN-D5W,39,32591.38
QUINIDINE SULFATE,139,32590.68
NP THYROID,124,32541.02
XODOL 10-300,4,32526.07
RAZADYNE ER,8,32276.55
ALBUMIN (HUMAN),1,32253.94
PROCHLORPERAZINE EDISYLATE,7,32215.81
FLAREX,29,32214.95
SECTRAL,12,32156.78
LEVALBUTEROL CONCENTRATE,9,31767.02
LIVIXIL PAK,1,31430.69
TRIVORA-28,128,31284.72
ERY,31,30408.21
PREVIDENT 5000 SENSITIVE,150,30260.74
RELION PEN NEEDLES,108,29892.52
CHEMET,1,29808.27
TRANDOLAPRIL-VERAPAMIL ER,17,29625.4
ALYACEN,108,29575.97
COLESTID,13,29196.64
DESFERAL MESYLATE,3,29113.89
NORGESTIMATE-ETHINYL ESTRADIOL,156,28738.44
RHEUMATREX,7,28730.32
CANTIL,10,28514.41
ALOMIDE,12,28473.16
BALZIVA,86,28210.0
METHADONE INTENSOL,41,27965.52
AK-POLY-BAC,73,27491.43
CORDARONE,13,27354.5
TYLENOL-CODEINE NO.3,24,27303.93
SALAGEN,11,27122.08
PREVIDENT 5000 PLUS,118,27060.55
NATACYN,7,26931.38
MINOCYCLINE HCL ER,6,26916.91
KELNOR 1-35,94,26916.58
PAPAVERINE HCL,30,26592.86
JOLIVETTE,115,26456.7
EASY TOUCH INSULIN SAFETY,35,26054.85
ZERIT,5,25949.41
PLETAL,19,25924.29
AMETHYST,46,25853.24
DESONATE,4,25746.09
ASSURE ID INSULIN SAFETY,47,25544.25
HIPREX,13,25527.12
PODOFILOX,22,25402.25
FLUMAZENIL,30,25369.98
VITEKTA,2,25183.07
CYTOTEC,4,25180.51
LEVONORGESTREL-ETH ESTRADIOL,123,25144.56
ENGERIX-B ADULT,21,24866.72
FOCALIN,15,24832.0
TAZICEF,13,24825.02
BEYAZ,15,24807.69
ELINEST,97,24722.07
CESAMET,1,24623.76
CEFEPIME-DEXTROSE,15,24607.37
EASY TOUCH INSULIN SYRINGE,82,24598.03
DOBUTAMINE HCL,13,24518.33
SODIUM SULFACETAMIDE-SULFUR,9,24281.98
REGLAN,9,24086.92
FALMINA,118,23969.7
ALBUTEIN,4,23921.48
BENTYL,18,23873.78
ERRIN,118,23755.5
VALPROATE SODIUM,4,23725.93
CLODERM,4,23475.84
ZOVIA 1-35E,84,23201.91
GRASTEK,6,23188.85
AVEED,2,22992.27
YASMIN 28,19,22837.47
TAPAZOLE,20,22814.38
RECLAST,1,22585.11
DIFFERIN,7,22576.68
YAZ,18,22439.56
CAPECITABINE,1,22417.14
VISTARIL,6,22156.91
TRI-LEGEST FE,36,21874.17
ERYGEL,5,21757.75
HYDREA,21,21606.72
QUALAQUIN,7,21585.63
DANTRIUM,11,21536.37
X-VIATE,32,21497.49
STRIANT,4,21446.27
CIPROFLOXACIN ER,10,21399.84
PRIMAXIN,8,21313.07
PRED-G,6,21306.74
LARIN FE,89,21049.44
DROSPIRENONE-ETHINYL ESTRADIOL,31,20988.86
LOPRESSOR,6,20925.69
K EFFERVESCENT,59,20838.48
LOCOID,2,20830.79
GENERESS FE,15,20678.9
LOCOID LIPOCREAM,2,20570.13
COLYTE WITH FLAVOR PACKS,26,20567.75
ACULAR,6,20430.45
NULYTELY WITH FLAVOR PACKS,18,20405.58
PROCTO-PAK,42,20349.43
TOLBUTAMIDE,24,20080.28
FLUCONAZOLE-NACL,28,20009.63
DEXTROSE 5%-0.45% NACL-KCL,38,19686.08
ELESTAT,7,19674.09
EPANED,4,19610.52
DEXTROSE IN LACTATED RINGERS,20,19492.0
ZENCHENT,57,19388.34
EPIDUO,6,19355.97
DELESTROGEN,4,19280.89
DENTAGEL,151,19152.55
MENVEO A-C-Y-W-135-DIP,6,19104.5
NAFCILLIN,2,19020.23
AMINOSYN II,13,18746.19
DIABETA,9,18667.08
RETIN-A MICRO PUMP,2,18617.47
NATAZIA,12,18575.67
PAMIDRONATE DISODIUM,21,18545.12
DORYX,2,18470.52
DEXPAK,7,18464.21
URIN D.S.,62,18447.31
VANDAZOLE,17,18407.57
AMICAR,1,18195.0
FORTAZ IN ISO-OSMOTIC DEXTROSE,4,18129.22
STREPTOMYCIN SULFATE,6,18043.07
TILIA FE,34,18028.22
BENZACLIN,3,17842.99
SARAFEM,4,17827.56
HEATHER,75,17500.13
CYSTAGON,5,17443.12
PIMTREA,45,17395.83
PONSTEL,1,17243.93
VICOPROFEN,5,17233.8
PAROMOMYCIN SULFATE,3,17026.45
ATROVENT,10,17013.28
ACANYA,3,16970.17
GIAZO,3,16906.84
SUCLEAR,13,16804.76
OMECLAMOX-PAK,1,16728.29
METHADOSE,23,16695.75
MINITRAN,10,16660.72
ALCOHOL SWAB,242,16646.42
KHEDEZLA,2,16636.34
NOVOFINE PLUS,22,16580.06
NAFTIFINE HCL,5,16459.92
CEREBYX,1,16442.35
METOZOLV ODT,1,16408.07
ACULAR LS,7,16349.69
XODOL 7.5-300,1,16339.24
PRENATAL VITAMIN PLUS LOW IRON,105,16328.24
ALMOTRIPTAN MALATE,3,16288.67
RENAL CAPS,34,16278.53
SKLICE,2,16188.89
KLOR-CON-EF,41,16132.91
DESOGESTREL-ETHINYL ESTRADIOL,78,16109.44
PRIMSOL,4,16107.68
MUSTARGEN,2,16023.74
NEOMYCIN-BACITRACIN-POLY-HC,24,15822.98
SFROWASA,1,15798.32
HEPATAMINE,2,15781.06
SPRIX,1,15572.03
VOLTAREN-XR,4,15558.76
PAROEX,94,15548.27
ATRALIN,3,15528.83
SULFATRIM,16,15517.79
ZIANA,2,15503.4
METIPRANOLOL,28,15358.21
ALPRAZOLAM INTENSOL,8,15263.67
VELIVET,51,15195.37
SINEMET 10-100,9,15172.93
RETIN-A MICRO,3,15143.66
